Pyranine in Acetonitrile,,Pyranine in Acetonitrile,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
599.8499756,0.06911110878,599.8499756,0.3011642694,
600,0.04408421367,600,0.2369896024,

Pyranine in Acetonitrile,
Pyranine in Acetonitrile
Collection Time: 2/1/2020 3:15:49 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY16370002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               366.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     1.5
Scan rate (nm/min)                60.00
Data interval (nm)                0.2000
Averaging Time (s)                0.2000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 2/1/2020 3:14:29 PM
Method Modifications:
Em. Slit Width (nm): Changed: 2/1/2020 3:15:36 PM, Old:5, New:1.5
Scan Control Changed: 2/1/2020 3:15:36 PM, Old:Medium, New:Manual
Ave. time (s): Changed: 2/1/2020 3:15:36 PM, Old:0.10000, New:0.20000
Excitation Wavelength Changed: 2/1/2020 3:15:36 PM, Old: 350.00, New: 366.00
Data interval: Changed: 2/1/2020 3:15:36 PM, Old:   1.00, New:   0.20
Emission Wavelength Changed: 2/1/2020 3:15:36 PM, Old: 400.00, New: 380.00
End Method Modifications

Pyranine in Acetonitrile,
Pyranine in Acetonitrile
Collection Time: 2/1/2020 3:23:09 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY16370002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               366.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     2.5
Scan rate (nm/min)                60.00
Data interval (nm)                0.2000
Averaging Time (s)                0.2000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 2/1/2020 3:14:29 PM
Method Modifications:
Em. Slit Width (nm): Changed: 2/1/2020 3:15:36 PM, Old:5, New:1.5
Scan Control Changed: 2/1/2020 3:15:36 PM, Old:Medium, New:Manual
Ave. time (s): Changed: 2/1/2020 3:15:36 PM, Old:0.10000, New:0.20000
Excitation Wavelength Changed: 2/1/2020 3:15:36 PM, Old: 350.00, New: 366.00
Data interval: Changed: 2/1/2020 3:15:36 PM, Old:   1.00, New:   0.20
Emission Wavelength Changed: 2/1/2020 3:15:36 PM, Old: 400.00, New: 380.00
Em. Slit Width (nm): Changed: 2/1/2020 3:22:58 PM, Old:1.5, New:2.5
End Method Modifications

