Pyranine in 1-butanol,,Pyranine in 1-butanol,,Pyranine in 1-butanol,,Pyranine in 1-butanol,,Pyranine in acetonitrile,,Pyranine in Water,,Pyranine in Water,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
,,,,,,578.9699707,1.366331697,578.9699707,0.5612888932,,,578.9699707,22.78094101,
,,,,,,579.2600098,1.406407595,579.2600098,0.5132120848,,,579.2600098,23.03155136,
,,,,,,579.4099731,1.340301991,579.4099731,0.4653182626,,,579.4099731,22.93450546,
,,,,,,579.5499878,1.330355048,579.5499878,0.4458563328,,,579.5499878,22.48892212,
,,,,,,579.8499756,1.331489921,579.8499756,0.4525228143,,,579.8499756,22.05686378,
,,,,,,580,1.320094943,580,0.5229311585,,,580,22.25774002,
,,,,,,580.1400146,1.301077127,580.1400146,0.4474413991,,,580.1400146,21.83778954,
,,,,,,580.4299927,1.246450543,580.4299927,0.4818040729,,,580.4299927,21.922575,
,,,,,,580.5700073,1.302942753,580.5700073,0.4751960337,,,580.5700073,21.5399971,
,,,,,,580.7199707,1.288904667,580.7199707,0.4903840721,,,580.7199707,21.00710106,
,,,,,,581.0100098,1.285743713,581.0100098,0.4738509059,,,581.0100098,21.0751152,
,,,,,,581.1500244,1.254405022,581.1500244,0.3861075938,,,581.1500244,20.83778381,
,,,,,,581.4400024,1.315383554,581.4400024,0.3932780623,,,581.4400024,20.73512077,
,,,,,,581.5900269,1.270415306,581.5900269,0.4247307479,,,581.5900269,20.41241074,
,,,,,,581.7299805,1.246605396,581.7299805,0.5075473785,,,581.7299805,20.33883286,
,,,,,,582.0200195,1.261000037,582.0200195,0.5030868053,,,582.0200195,20.4003849,
,,,,,,582.1699829,1.284305811,582.1699829,0.4258810282,,,582.1699829,20.18988037,
,,,,,,582.460022,1.296726346,582.460022,0.3956018984,,,582.460022,19.52837181,
,,,,,,582.5999756,1.117359757,582.5999756,0.4532093108,,,582.5999756,19.60396004,
,,,,,,582.75,1.194473743,582.75,0.4520199597,,,582.75,19.07534027,
,,,,,,583.039978,1.203022361,583.039978,0.4083768427,,,583.039978,19.43147278,
,,,,,,583.1799927,1.212704301,583.1799927,0.5033979416,,,583.1799927,19.43490791,
,,,,,,583.3300171,1.18433547,583.3300171,0.3436533511,,,583.3300171,19.05275154,
,,,,,,583.6199951,1.120976686,583.6199951,0.4223943651,,,583.6199951,18.64694595,
,,,,,,583.7600098,1.13957417,583.7600098,0.4433980584,,,583.7600098,18.48171806,
,,,,,,584.0499878,1.149442315,584.0499878,0.4482015669,,,584.0499878,18.5063839,
,,,,,,584.2000122,1.073802948,584.2000122,0.4539894164,,,584.2000122,18.22772598,
,,,,,,584.3400269,1.246501923,584.3400269,0.3774629533,,,584.3400269,17.89647484,
,,,,,,584.6300049,1.200883269,584.6300049,0.3010639548,,,584.6300049,18.07356453,
,,,,,,584.7800293,1.193912506,584.7800293,0.3373292387,,,584.7800293,17.3163166,
,,,,,,585.0700073,1.084255099,585.0700073,0.448054105,,,585.0700073,17.54791069,
,,,,,,585.210022,1.117729187,585.210022,0.4681707025,,,585.210022,17.52613449,
,,,,,,585.3599854,1.107362032,585.3599854,0.3798814714,,,585.3599854,17.46045685,
,,,,,,585.6500244,1.153529644,585.6500244,0.4860620201,,,585.6500244,17.0836525,
,,,,,,585.789978,1.046189904,585.789978,0.3595375121,,,585.789978,16.87891579,
,,,,,,585.9400024,1.079376221,585.9400024,0.3710854948,,,585.9400024,16.47820091,
,,,,,,586.2299805,1.114358187,586.2299805,0.4127631187,,,586.2299805,16.80107689,
,,,,,,586.3699951,1.113001704,586.3699951,0.3970780373,,,586.3699951,16.31471825,
,,,,,,586.5200195,1.079833627,586.5200195,0.4418717623,,,586.5200195,16.54672623,
,,,,,,586.8099976,1.151194215,586.8099976,0.367993325,,,586.8099976,16.42293358,
,,,,,,586.9500122,1.113408208,586.9500122,0.3482709825,,,586.9500122,15.79223156,
,,,,,,587.2399902,0.9988396168,587.2399902,0.5049452782,,,587.2399902,15.74459839,
,,,,,,587.3900146,1.033869028,587.3900146,0.3781075776,,,587.3900146,15.69354343,
,,,,,,587.5300293,0.9924480915,587.5300293,0.4595474303,,,587.5300293,15.61045551,
,,,,,,587.8200073,1.104474425,587.8200073,0.3726699948,,,587.8200073,15.48440266,
,,,,,,587.9699707,1.072728515,587.9699707,0.3578693867,,,587.9699707,15.09511375,
,,,,,,588.2600098,0.9240747094,588.2600098,0.3928537965,,,588.2600098,14.79142952,
,,,,,,588.4000244,1.04483664,588.4000244,0.368888706,,,588.4000244,15.05067825,
,,,,,,588.5499878,1.016750693,588.5499878,0.4455824792,,,588.5499878,14.65738583,
,,,,,,588.8400269,1.086951137,588.8400269,0.4471043646,,,588.8400269,14.56040192,
,,,,,,588.9799805,0.9648029804,588.9799805,0.4096935987,,,588.9799805,14.56668758,
,,,,,,589.1300049,1.023091555,589.1300049,0.4030379057,,,589.1300049,14.59840584,
,,,,,,589.4199829,0.9313563108,589.4199829,0.3548925519,,,589.4199829,14.35281754,
,,,,,,589.5599976,0.9507162571,589.5599976,0.3402796686,,,589.5599976,13.98601341,
,,,,,,589.8499756,0.9928803444,589.8499756,0.3659583032,,,589.8499756,13.84373474,
,,,,,,590,0.9582032561,590,0.3972811103,,,590,13.79366875,
,,,,,,590.1400146,0.9565118551,590.1400146,0.3878235519,,,590.1400146,13.71730328,
,,,,,,590.4299927,0.9514629841,590.4299927,0.3665598035,,,590.4299927,13.78920174,
,,,,,,590.5700073,0.9667118788,590.5700073,0.3175967038,,,590.5700073,13.24830723,
,,,,,,590.7199707,0.9323894978,590.7199707,0.419562906,,,590.7199707,13.33700085,
,,,,,,591.0100098,0.9649350047,591.0100098,0.3745225072,,,591.0100098,13.52761459,
,,,,,,591.1500244,0.9740403891,591.1500244,0.4478477836,,,591.1500244,13.3139677,
,,,,,,591.4400024,0.9373750091,591.4400024,0.3837008774,,,591.4400024,13.18443298,
,,,,,,591.5900269,0.9007766843,591.5900269,0.4113687277,,,591.5900269,13.04585457,
,,,,,,591.7299805,0.9035259485,591.7299805,0.350538969,,,591.7299805,12.71771145,
,,,,,,592.0200195,0.9437583685,592.0200195,0.3907873333,,,592.0200195,12.46259594,
,,,,,,592.1699829,0.8911141157,592.1699829,0.4262838066,,,592.1699829,12.43787479,
,,,,,,592.460022,0.9280810356,592.460022,0.4065828919,,,592.460022,12.44628239,
,,,,,,592.5999756,0.9249881506,592.5999756,0.3779968619,,,592.5999756,12.27415466,
,,,,,,592.75,0.9061789513,592.75,0.3917203844,,,592.75,12.39459896,
,,,,,,593.039978,0.9366817474,593.039978,0.3513042033,,,593.039978,12.08947468,
,,,,,,593.1799927,0.8349568844,593.1799927,0.426412493,,,593.1799927,12.0056448,
,,,,,,593.3300171,0.799041152,593.3300171,0.3197031021,,,593.3300171,11.91609287,
,,,,,,593.6199951,0.8675182462,593.6199951,0.3790008128,,,593.6199951,11.89618111,
,,,,,,593.7600098,0.8828992844,593.7600098,0.427339524,,,593.7600098,11.85758209,
,,,,,,594.0499878,0.8012918234,594.0499878,0.2642416656,,,594.0499878,11.51595783,
,,,,,,594.2000122,0.8309928775,594.2000122,0.331414938,,,594.2000122,11.1851387,
,,,,,,594.3400269,0.8138052821,594.3400269,0.3897875845,,,594.3400269,11.41204643,
,,,,,,594.6300049,0.8541247249,594.6300049,0.4244809747,,,594.6300049,11.30527973,
,,,,,,594.7800293,0.827038765,594.7800293,0.2603217363,,,594.7800293,11.03267097,
,,,,,,595.0700073,0.8203205466,595.0700073,0.4076350629,,,595.0700073,11.03950024,
,,,,,,595.210022,0.8179183006,595.210022,0.3060345948,,,595.210022,11.07052517,
,,,,,,595.3599854,0.7672477961,595.3599854,0.3633815348,,,595.3599854,10.84515285,
,,,,,,595.6500244,0.7777788639,595.6500244,0.3003963828,,,595.6500244,10.63856411,
,,,,,,595.789978,0.7762506008,595.789978,0.3440038264,,,595.789978,10.63836479,
,,,,,,595.9400024,0.8178983927,595.9400024,0.2877863646,,,595.9400024,10.34516811,
,,,,,,596.2299805,0.8434939384,596.2299805,0.3392781615,,,596.2299805,10.57754326,
,,,,,,596.3699951,0.7679629922,596.3699951,0.3740814924,,,596.3699951,10.26173973,
,,,,,,596.5200195,0.7896763682,596.5200195,0.4123206735,,,596.5200195,10.16504192,
,,,,,,596.8099976,0.7529531121,596.8099976,0.3817584217,,,596.8099976,10.19108295,
,,,,,,596.9500122,0.7631449103,596.9500122,0.3846780658,,,596.9500122,10.04716778,
,,,,,,597.2399902,0.7964653969,597.2399902,0.4216972888,,,597.2399902,9.835083008,
,,,,,,597.3900146,0.7910333276,597.3900146,0.3530294299,,,597.3900146,9.826366425,
,,,,,,597.5300293,0.7441959977,597.5300293,0.364348501,,,597.5300293,9.887748718,
,,,,,,597.8200073,0.7525796294,597.8200073,0.3548089564,,,597.8200073,9.863526344,
,,,,,,597.9699707,0.7582437992,597.9699707,0.3602143228,,,597.9699707,9.419634819,
,,,,,,598.2600098,0.7503452301,598.2600098,0.3520157635,,,598.2600098,9.507136345,
,,,,,,598.4000244,0.7289000154,598.4000244,0.2594151497,,,598.4000244,9.271012306,
,,,,,,598.5499878,0.748860836,598.5499878,0.3251845837,,,598.5499878,9.101572037,
,,,,,,598.8400269,0.7069060802,598.8400269,0.3442887664,,,598.8400269,9.111233711,
,,,,,,598.9799805,0.7676448226,598.9799805,0.4002782106,,,598.9799805,9.035450935,
,,,,,,599.1300049,0.7674205899,599.1300049,0.4045069814,,,599.1300049,8.82084465,
,,,,,,599.4199829,0.6907278299,599.4199829,0.3360879421,,,599.4199829,9.066165924,
,,,,,,599.5599976,0.6887404323,599.5599976,0.3123169839,,,599.5599976,8.71648407,
,,,,,,599.8499756,0.731135726,599.8499756,0.3434310853,,,599.8499756,8.710942268,
,,,,,,600,0.7299112082,600,0.3371522129,,,600,8.690434456,

Pyranine in 1-butanol,
Pyranine in 1-butanol
Collection Time: 1/24/2020 2:14:41 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY16370002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               366.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     5
Scan rate (nm/min)                300.00
Data interval (nm)                1.0000
Averaging Time (s)                0.2000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 1/24/2020 2:13:19 PM
Method Modifications:
Ex. Slit Width (nm): Changed: 1/24/2020 2:14:21 PM, Old:5, New:10
Scan Control Changed: 1/24/2020 2:14:21 PM, Old:Medium, New:Manual
Ave. time (s): Changed: 1/24/2020 2:14:21 PM, Old:0.10000, New:0.20000
Excitation Wavelength Changed: 1/24/2020 2:14:21 PM, Old: 350.00, New: 366.00
Emission Wavelength Changed: 1/24/2020 2:14:21 PM, Old: 400.00, New: 380.00
End Method Modifications

Pyranine in 1-butanol,
Pyranine in 1-butanol
Collection Time: 1/24/2020 2:15:26 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY16370002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               366.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     1.5
Scan rate (nm/min)                300.00
Data interval (nm)                1.0000
Averaging Time (s)                0.2000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 1/24/2020 2:13:19 PM
Method Modifications:
Ex. Slit Width (nm): Changed: 1/24/2020 2:14:21 PM, Old:5, New:10
Scan Control Changed: 1/24/2020 2:14:21 PM, Old:Medium, New:Manual
Ave. time (s): Changed: 1/24/2020 2:14:21 PM, Old:0.10000, New:0.20000
Excitation Wavelength Changed: 1/24/2020 2:14:21 PM, Old: 350.00, New: 366.00
Emission Wavelength Changed: 1/24/2020 2:14:21 PM, Old: 400.00, New: 380.00
Ex. Slit Width (nm): Changed: 1/24/2020 2:15:12 PM, Old:10, New:5
Em. Slit Width (nm): Changed: 1/24/2020 2:15:12 PM, Old:5, New:1.5
End Method Modifications

Pyranine in 1-butanol,
Pyranine in 1-butanol
Collection Time: 1/24/2020 2:16:37 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY16370002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               366.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     2.5
Scan rate (nm/min)                300.00
Data interval (nm)                1.0000
Averaging Time (s)                0.2000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 1/24/2020 2:13:19 PM
Method Modifications:
Ex. Slit Width (nm): Changed: 1/24/2020 2:14:21 PM, Old:5, New:10
Scan Control Changed: 1/24/2020 2:14:21 PM, Old:Medium, New:Manual
Ave. time (s): Changed: 1/24/2020 2:14:21 PM, Old:0.10000, New:0.20000
Excitation Wavelength Changed: 1/24/2020 2:14:21 PM, Old: 350.00, New: 366.00
Emission Wavelength Changed: 1/24/2020 2:14:21 PM, Old: 400.00, New: 380.00
Ex. Slit Width (nm): Changed: 1/24/2020 2:15:12 PM, Old:10, New:5
Em. Slit Width (nm): Changed: 1/24/2020 2:15:12 PM, Old:5, New:1.5
Em. Slit Width (nm): Changed: 1/24/2020 2:16:30 PM, Old:1.5, New:2.5
End Method Modifications

Pyranine in 1-butanol,
Pyranine in 1-butanol
Collection Time: 1/24/2020 2:17:54 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY16370002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               366.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     2.5
Scan rate (nm/min)                24.00
Data interval (nm)                0.2000
Averaging Time (s)                0.5000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 1/24/2020 2:13:19 PM
Method Modifications:
Ex. Slit Width (nm): Changed: 1/24/2020 2:14:21 PM, Old:5, New:10
Scan Control Changed: 1/24/2020 2:14:21 PM, Old:Medium, New:Manual
Ave. time (s): Changed: 1/24/2020 2:14:21 PM, Old:0.10000, New:0.20000
Excitation Wavelength Changed: 1/24/2020 2:14:21 PM, Old: 350.00, New: 366.00
Emission Wavelength Changed: 1/24/2020 2:14:21 PM, Old: 400.00, New: 380.00
Ex. Slit Width (nm): Changed: 1/24/2020 2:15:12 PM, Old:10, New:5
Em. Slit Width (nm): Changed: 1/24/2020 2:15:12 PM, Old:5, New:1.5
Em. Slit Width (nm): Changed: 1/24/2020 2:16:30 PM, Old:1.5, New:2.5
Ave. time (s): Changed: 1/24/2020 2:17:45 PM, Old:0.20000, New:0.50000
Data interval: Changed: 1/24/2020 2:17:45 PM, Old:   1.00, New:   0.20
End Method Modifications

Pyranine in acetonitrile,
Pyranine in acetonitrile
Collection Time: 1/24/2020 3:13:21 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY16370002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               366.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     2.5
Scan rate (nm/min)                60.00
Data interval (nm)                0.2000
Averaging Time (s)                0.2000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : C:\Users\Whitmore\Desktop\CHEM 459W\Spring 2020\Cameron Slaten\Jan-24-2020.FBSW
Date/Time stamp: 1/24/2020 2:27:44 PM
Method Modifications:
Ex. Slit Width (nm): Changed: 1/24/2020 2:14:21 PM, Old:5, New:10
Scan Control Changed: 1/24/2020 2:14:21 PM, Old:Medium, New:Manual
Ave. time (s): Changed: 1/24/2020 2:14:21 PM, Old:0.10000, New:0.20000
Excitation Wavelength Changed: 1/24/2020 2:14:21 PM, Old: 350.00, New: 366.00
Emission Wavelength Changed: 1/24/2020 2:14:21 PM, Old: 400.00, New: 380.00
Ex. Slit Width (nm): Changed: 1/24/2020 2:15:12 PM, Old:10, New:5
Em. Slit Width (nm): Changed: 1/24/2020 2:15:12 PM, Old:5, New:1.5
Em. Slit Width (nm): Changed: 1/24/2020 2:16:30 PM, Old:1.5, New:2.5
Ave. time (s): Changed: 1/24/2020 2:17:45 PM, Old:0.20000, New:0.50000
Data interval: Changed: 1/24/2020 2:17:45 PM, Old:   1.00, New:   0.20
Ave. time (s): Changed: 1/24/2020 3:13:05 PM, Old:0.50000, New:0.20000
End Method Modifications

Pyranine in Water,
Pyranine in Water
Collection Time: 1/24/2020 3:32:40 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY16370002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               366.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     2.5
Scan rate (nm/min)                60.00
Data interval (nm)                0.2000
Averaging Time (s)                0.2000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : C:\Users\Whitmore\Desktop\CHEM 459W\Spring 2020\Cameron Slaten\Jan-24-2020.FBSW
Date/Time stamp: 1/24/2020 2:27:44 PM
Method Modifications:
Ex. Slit Width (nm): Changed: 1/24/2020 2:14:21 PM, Old:5, New:10
Scan Control Changed: 1/24/2020 2:14:21 PM, Old:Medium, New:Manual
Ave. time (s): Changed: 1/24/2020 2:14:21 PM, Old:0.10000, New:0.20000
Excitation Wavelength Changed: 1/24/2020 2:14:21 PM, Old: 350.00, New: 366.00
Emission Wavelength Changed: 1/24/2020 2:14:21 PM, Old: 400.00, New: 380.00
Ex. Slit Width (nm): Changed: 1/24/2020 2:15:12 PM, Old:10, New:5
Em. Slit Width (nm): Changed: 1/24/2020 2:15:12 PM, Old:5, New:1.5
Em. Slit Width (nm): Changed: 1/24/2020 2:16:30 PM, Old:1.5, New:2.5
Ave. time (s): Changed: 1/24/2020 2:17:45 PM, Old:0.20000, New:0.50000
Data interval: Changed: 1/24/2020 2:17:45 PM, Old:   1.00, New:   0.20
Ave. time (s): Changed: 1/24/2020 3:13:05 PM, Old:0.50000, New:0.20000
End Method Modifications

Pyranine in Water,
Pyranine in Water
Collection Time: 1/24/2020 3:35:02 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY16370002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               366.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     1.5
Scan rate (nm/min)                60.00
Data interval (nm)                0.2000
Averaging Time (s)                0.2000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : C:\Users\Whitmore\Desktop\CHEM 459W\Spring 2020\Cameron Slaten\Jan-24-2020.FBSW
Date/Time stamp: 1/24/2020 2:27:44 PM
Method Modifications:
Ex. Slit Width (nm): Changed: 1/24/2020 2:14:21 PM, Old:5, New:10
Scan Control Changed: 1/24/2020 2:14:21 PM, Old:Medium, New:Manual
Ave. time (s): Changed: 1/24/2020 2:14:21 PM, Old:0.10000, New:0.20000
Excitation Wavelength Changed: 1/24/2020 2:14:21 PM, Old: 350.00, New: 366.00
Emission Wavelength Changed: 1/24/2020 2:14:21 PM, Old: 400.00, New: 380.00
Ex. Slit Width (nm): Changed: 1/24/2020 2:15:12 PM, Old:10, New:5
Em. Slit Width (nm): Changed: 1/24/2020 2:15:12 PM, Old:5, New:1.5
Em. Slit Width (nm): Changed: 1/24/2020 2:16:30 PM, Old:1.5, New:2.5
Ave. time (s): Changed: 1/24/2020 2:17:45 PM, Old:0.20000, New:0.50000
Data interval: Changed: 1/24/2020 2:17:45 PM, Old:   1.00, New:   0.20
Ave. time (s): Changed: 1/24/2020 3:13:05 PM, Old:0.50000, New:0.20000
Em. Slit Width (nm): Changed: 1/24/2020 3:34:50 PM, Old:2.5, New:1.5
End Method Modifications

