Pyranine in 1-butanol,,Pyranine in 1-butanol,,Pyranine in 1-butanol,,Pyranine in 1-butanol,,Pyranine in acetonitrile,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
,,,,,,528.6500244,9.687586784,528.6500244,2.535636187,
,,,,,,528.7999878,9.721739769,528.7999878,2.474846363,
,,,,,,528.9500122,9.75767231,528.9500122,2.654230118,
,,,,,,529.25,9.517902374,529.25,2.621511459,
,,,,,,529.4000244,9.471982956,529.4000244,2.628228664,
,,,,,,529.5499878,9.387618065,529.5499878,2.675787926,
,,,,,,529.8499756,9.159505844,529.8499756,2.495274067,
,,,,,,530,9.240897179,530,2.594273567,
,,,,,,530.1400146,9.122424126,530.1400146,2.442333937,
,,,,,,530.4400024,9.185749054,530.4400024,2.474999189,
,,,,,,530.5800171,8.952309608,530.5800171,2.364679098,
,,,,,,530.7299805,8.94360733,530.7299805,2.397704124,
,,,,,,531.0200195,8.696684837,531.0200195,2.428905725,
,,,,,,531.1699829,8.844956398,531.1699829,2.379472017,
,,,,,,531.4699707,8.594557762,531.4699707,2.295313358,
,,,,,,531.6099854,8.565558434,531.6099854,2.382636547,
,,,,,,531.7600098,8.577863693,531.7600098,2.267917395,
,,,,,,532.0499878,8.358114243,532.0499878,2.226102829,
,,,,,,532.2000122,8.214396477,532.2000122,2.266213655,
,,,,,,532.3499756,8.184310913,532.3499756,2.263516903,
,,,,,,532.6400146,8.145287514,532.6400146,2.176661968,
,,,,,,532.789978,7.898062706,532.789978,2.127152205,
,,,,,,532.9400024,8.001296997,532.9400024,2.200904131,
,,,,,,533.2299805,7.744307041,533.2299805,2.095990181,
,,,,,,533.3800049,7.787930965,533.3800049,2.167835951,
,,,,,,533.5200195,7.863414288,533.5200195,1.934405565,
,,,,,,533.8200073,7.776497841,533.8200073,1.980685115,
,,,,,,533.9699707,7.799286366,533.9699707,2.147332191,
,,,,,,534.2600098,7.60305357,534.2600098,1.952904224,
,,,,,,534.4099731,7.56417799,534.4099731,1.980421424,
,,,,,,534.5499878,7.373438358,534.5499878,2.002614737,
,,,,,,534.8499756,7.355091572,534.8499756,2.107968569,
,,,,,,535,7.342531681,535,1.913489819,
,,,,,,535.1400146,7.355831146,535.1400146,2.037539959,
,,,,,,535.4400024,7.10629797,535.4400024,1.930175185,
,,,,,,535.5800171,7.179004669,535.5800171,1.8511132,
,,,,,,535.7299805,7.121950626,535.7299805,2.001632452,
,,,,,,536.0200195,6.914314747,536.0200195,1.843120217,
,,,,,,536.1699829,6.931054115,536.1699829,1.851779699,
,,,,,,536.4699707,6.88443327,536.4699707,1.832980752,
,,,,,,536.6099854,6.779711723,536.6099854,1.809142113,
,,,,,,536.7600098,6.797775745,536.7600098,1.741149068,
,,,,,,537.0499878,6.70301342,537.0499878,1.852075815,
,,,,,,537.2000122,6.540812492,537.2000122,1.747079611,
,,,,,,537.3499756,6.61306572,537.3499756,1.677349806,
,,,,,,537.6400146,6.515820026,537.6400146,1.768381119,
,,,,,,537.789978,6.496812344,537.789978,1.809507012,
,,,,,,537.9400024,6.43581152,537.9400024,1.751750112,
,,,,,,538.2299805,6.363323212,538.2299805,1.675173402,
,,,,,,538.3800049,6.273722649,538.3800049,1.813260794,
,,,,,,538.5200195,6.391734123,538.5200195,1.676670194,
,,,,,,538.8200073,6.211211205,538.8200073,1.648646593,
,,,,,,538.9699707,6.232474327,538.9699707,1.639807701,
,,,,,,539.2600098,6.111127377,539.2600098,1.616281033,
,,,,,,539.4099731,6.073143005,539.4099731,1.638706684,
,,,,,,539.5499878,6.021589279,539.5499878,1.592476964,
,,,,,,539.8499756,5.966143131,539.8499756,1.674107194,
,,,,,,540,5.817628384,540,1.548602223,
,,,,,,540.1400146,5.829507351,540.1400146,1.572762132,
,,,,,,540.4400024,5.880456924,540.4400024,1.446108103,
,,,,,,540.5800171,5.848816872,540.5800171,1.479459643,
,,,,,,540.7299805,5.743890762,540.7299805,1.488987207,
,,,,,,541.0200195,5.710166454,541.0200195,1.534658194,
,,,,,,541.1699829,5.657779217,541.1699829,1.546765566,
,,,,,,541.4699707,5.503652096,541.4699707,1.488858938,
,,,,,,541.6099854,5.579634666,541.6099854,1.395560265,
,,,,,,541.7600098,5.614962101,541.7600098,1.472555995,
,,,,,,542.0499878,5.487015247,542.0499878,1.48241055,
,,,,,,542.2000122,5.410821438,542.2000122,1.501712561,
,,,,,,542.3499756,5.333259583,542.3499756,1.527231336,
,,,,,,542.6400146,5.172953606,542.6400146,1.327721596,
,,,,,,542.789978,5.367349148,542.789978,1.375051856,
,,,,,,542.9400024,5.443041801,542.9400024,1.402032852,
,,,,,,543.2299805,5.229431629,543.2299805,1.347536802,
,,,,,,543.3800049,5.20788002,543.3800049,1.41896987,
,,,,,,543.5200195,5.145827293,543.5200195,1.431739926,
,,,,,,543.8200073,5.156389713,543.8200073,1.399650097,
,,,,,,543.9699707,5.241800308,543.9699707,1.338578701,
,,,,,,544.2600098,5.07095623,544.2600098,1.294726133,
,,,,,,544.4099731,5.11698103,544.4099731,1.411571026,
,,,,,,544.5499878,5.045425892,544.5499878,1.225075841,
,,,,,,544.8499756,4.808940411,544.8499756,1.313721776,
,,,,,,545,4.864683151,545,1.356290579,
,,,,,,545.1400146,4.857844353,545.1400146,1.236512899,
,,,,,,545.4400024,4.832289219,545.4400024,1.339209914,
,,,,,,545.5800171,4.911550522,545.5800171,1.208576441,
,,,,,,545.7299805,4.749680042,545.7299805,1.30453229,
,,,,,,546.0200195,4.617900372,546.0200195,1.185458422,
,,,,,,546.1699829,4.631979465,546.1699829,1.208013654,
,,,,,,546.4699707,4.533296585,546.4699707,1.199967384,
,,,,,,546.6099854,4.590323448,546.6099854,1.147504807,
,,,,,,546.7600098,4.537238598,546.7600098,1.214039683,
,,,,,,547.0499878,4.471843719,547.0499878,1.029775023,
,,,,,,547.2000122,4.540118217,547.2000122,1.131511688,
,,,,,,547.3499756,4.366530895,547.3499756,1.284440637,
,,,,,,547.6400146,4.324463367,547.6400146,1.177633762,
,,,,,,547.789978,4.402481556,547.789978,1.119176745,
,,,,,,547.9400024,4.349817753,547.9400024,1.050367594,
,,,,,,548.2299805,4.305143356,548.2299805,1.180090427,
,,,,,,548.3800049,4.234612465,548.3800049,1.069199681,
,,,,,,548.5200195,4.231948376,548.5200195,1.221735597,
,,,,,,548.8200073,4.266590118,548.8200073,1.087078691,
,,,,,,548.9699707,4.198755741,548.9699707,1.119190574,
,,,,,,549.2600098,4.173659801,549.2600098,1.165638447,
,,,,,,549.4099731,4.166429043,549.4099731,1.061849594,
,,,,,,549.5499878,4.074961185,549.5499878,1.089914799,
,,,,,,549.8499756,4.070771694,549.8499756,1.027826071,
,,,,,,550,4.006113529,550,1.10865438,
,,,,,,550.1400146,3.934858322,550.1400146,1.195723414,
,,,,,,550.4400024,3.972910404,550.4400024,1.020843744,
,,,,,,550.5800171,3.969683409,550.5800171,1.029119134,
,,,,,,550.7299805,3.933093548,550.7299805,1.114341378,
,,,,,,551.0200195,3.840358973,551.0200195,1.034247756,
,,,,,,551.1699829,3.857909203,551.1699829,0.9699624777,
,,,,,,551.4699707,3.815933466,551.4699707,1.084673405,
,,,,,,551.6099854,3.695444107,551.6099854,0.9739329815,
,,,,,,551.7600098,3.816088676,551.7600098,0.9135862589,
,,,,,,552.0499878,3.52680254,552.0499878,0.9315593243,
,,,,,,552.2000122,3.636669159,552.2000122,1.091848612,
,,,,,,552.3499756,3.702719688,552.3499756,0.9017301798,
,,,,,,552.6400146,3.632618904,552.6400146,0.9575385451,
,,,,,,552.789978,3.668734789,552.789978,1.000389814,
,,,,,,552.9400024,3.5055058,552.9400024,0.9289970994,
,,,,,,553.2299805,3.552428246,553.2299805,0.9667919874,
,,,,,,553.3800049,3.461674929,553.3800049,1.009029627,
,,,,,,553.5200195,3.581840992,553.5200195,1.039494276,
,,,,,,553.8200073,3.516253948,553.8200073,0.9062313437,
,,,,,,553.9699707,3.523407459,553.9699707,0.8409025073,
,,,,,,554.2600098,3.396341801,554.2600098,0.9407337904,
,,,,,,554.4099731,3.366129637,554.4099731,0.987418592,
,,,,,,554.5499878,3.353574038,554.5499878,0.9531095624,
,,,,,,554.8499756,3.341417313,554.8499756,0.7765669227,
,,,,,,555,3.427687883,555,0.9193817377,
,,,,,,555.1400146,3.242662668,555.1400146,0.9883285761,
,,,,,,555.4400024,3.184919596,555.4400024,0.9541620612,
,,,,,,555.5800171,3.260725021,555.5800171,0.8453461528,
,,,,,,555.7299805,3.17310977,555.7299805,0.874879539,
,,,,,,556.0200195,3.14509511,556.0200195,0.9106767178,
,,,,,,556.1699829,3.152810335,556.1699829,0.8822003007,
,,,,,,556.4699707,3.138529778,556.4699707,0.8620074987,
,,,,,,556.6099854,3.134757757,556.6099854,0.8932300806,
,,,,,,556.7600098,3.038364887,556.7600098,0.853315115,
,,,,,,557.0499878,3.020056725,557.0499878,0.7935593724,
,,,,,,557.2000122,3.059643269,557.2000122,0.8973937035,
,,,,,,557.3499756,2.929721117,557.3499756,0.9922149181,
,,,,,,557.6400146,3.048166752,557.6400146,0.8032644391,
,,,,,,557.789978,2.932371616,557.789978,0.823071897,
,,,,,,557.9400024,2.951695681,557.9400024,0.8880143762,
,,,,,,558.2299805,2.849421978,558.2299805,0.765789628,
,,,,,,558.3800049,2.899986744,558.3800049,0.7290893793,
,,,,,,558.5200195,2.9042871,558.5200195,0.789691627,
,,,,,,558.8200073,2.795480728,558.8200073,0.8549700975,
,,,,,,558.9699707,2.788837671,558.9699707,0.8001024127,
,,,,,,559.2600098,2.730353594,559.2600098,0.770177722,
,,,,,,559.4099731,2.753127813,559.4099731,0.8944485784,
,,,,,,559.5499878,2.768913031,559.5499878,0.8565694094,
,,,,,,559.8499756,2.653184652,559.8499756,0.7133814096,
,,,,,,560,2.744440794,560,0.8802371025,
,,,,,,560.1400146,2.761555195,560.1400146,0.9065551162,
,,,,,,560.4400024,2.652299166,560.4400024,0.7449699044,
,,,,,,560.5800171,2.629031658,560.5800171,0.7610780597,
,,,,,,560.7299805,2.605347633,560.7299805,0.740670979,
,,,,,,561.0200195,2.622321606,561.0200195,0.7786141038,
,,,,,,561.1699829,2.579126596,561.1699829,0.7145819068,
,,,,,,561.4699707,2.523914337,561.4699707,0.6999248862,
,,,,,,561.6099854,2.513283253,561.6099854,0.6914488673,
,,,,,,561.7600098,2.611629248,561.7600098,0.7885042429,
,,,,,,562.0499878,2.585085154,562.0499878,0.8055025935,
,,,,,,562.2000122,2.592173815,562.2000122,0.6729813814,
,,,,,,562.3499756,2.554630995,562.3499756,0.6458843946,
,,,,,,562.6400146,2.509259939,562.6400146,0.6469646096,
,,,,,,562.789978,2.433150291,562.789978,0.6762680411,
,,,,,,562.9400024,2.430007219,562.9400024,0.6452307105,
,,,,,,563.2299805,2.48315382,563.2299805,0.7080349326,
,,,,,,563.3800049,2.429788351,563.3800049,0.7522871494,
,,,,,,563.5200195,2.368786573,563.5200195,0.768789649,
,,,,,,563.8200073,2.410753965,563.8200073,0.6891028881,
,,,,,,563.9699707,2.351890564,563.9699707,0.7045151591,
,,,,,,564.2600098,2.335508347,564.2600098,0.7059896588,
,,,,,,564.4099731,2.28397131,564.4099731,0.6817708611,
,,,,,,564.5499878,2.250252247,564.5499878,0.6500121951,
,,,,,,564.8499756,2.243312359,564.8499756,0.7044756413,
,,,,,,565,2.265216351,565,0.5886626244,
,,,,,,565.1400146,2.23085618,565.1400146,0.6844627261,
,,,,,,565.4400024,2.214504719,565.4400024,0.6194739938,
,,,,,,565.5800171,2.151793718,565.5800171,0.6167827845,
,,,,,,565.7299805,2.139629364,565.7299805,0.6441508532,
,,,,,,566.0200195,2.190537453,566.0200195,0.657433331,
,,,,,,566.1699829,2.154803514,566.1699829,0.6383004785,
,,,,,,566.4699707,2.151356459,566.4699707,0.6006795168,
,,,,,,566.6099854,2.141247034,566.6099854,0.6070723534,
,,,,,,566.7600098,2.014001608,566.7600098,0.5915538669,
,,,,,,567.0499878,2.064759493,567.0499878,0.5764439106,
,,,,,,567.2000122,2.071526766,567.2000122,0.647868216,
,,,,,,567.3499756,2.03222847,567.3499756,0.5456518531,
,,,,,,567.6400146,2.063525677,567.6400146,0.5253334641,
,,,,,,567.789978,1.9863832,567.789978,0.6680952907,
,,,,,,567.9400024,2.042103291,567.9400024,0.720985055,
,,,,,,568.2299805,1.99915123,568.2299805,0.5184928775,
,,,,,,568.3800049,1.913585663,568.3800049,0.5692928433,
,,,,,,568.5200195,1.978735924,568.5200195,0.6081479192,
,,,,,,568.8200073,1.936034203,568.8200073,0.6245822906,
,,,,,,568.9699707,1.903573751,568.9699707,0.5357754827,
,,,,,,569.2600098,1.950673103,569.2600098,0.5414084196,
,,,,,,569.4099731,1.888424397,569.4099731,0.5050315857,
,,,,,,569.5499878,1.860135436,569.5499878,0.6156513691,
,,,,,,569.8499756,1.78058517,569.8499756,0.6485639811,
,,,,,,570,1.842894435,570,0.5182576776,
,,,,,,570.1400146,1.826465964,570.1400146,0.6709051132,
,,,,,,570.4400024,1.854291558,570.4400024,0.5315204263,
,,,,,,570.5800171,1.826434135,570.5800171,0.5809174776,
,,,,,,570.7299805,1.802610517,570.7299805,0.4845503271,
,,,,,,571.0200195,1.771215081,571.0200195,0.5870031118,
,,,,,,571.1699829,1.717058539,571.1699829,0.556946218,
,,,,,,571.4699707,1.694468021,571.4699707,0.5250787139,
,,,,,,571.6099854,1.803734779,571.6099854,0.5167379379,
,,,,,,571.7600098,1.755625725,571.7600098,0.5482386947,
,,,,,,572.0499878,1.720170856,572.0499878,0.5559310913,
,,,,,,572.2000122,1.73346591,572.2000122,0.5750357509,
,,,,,,572.3499756,1.606562853,572.3499756,0.458368063,
,,,,,,572.6400146,1.654609084,572.6400146,0.5171617866,
,,,,,,572.789978,1.688549757,572.789978,0.5581302047,
,,,,,,572.9400024,1.656201959,572.9400024,0.5954341888,
,,,,,,573.2299805,1.655106187,573.2299805,0.5106382966,
,,,,,,573.3800049,1.676805377,573.3800049,0.5400297046,
,,,,,,573.5200195,1.664336801,573.5200195,0.6206852794,
,,,,,,573.8200073,1.712704301,573.8200073,0.577532053,
,,,,,,573.9699707,1.666117787,573.9699707,0.6086037755,
,,,,,,574.2600098,1.560275435,574.2600098,0.5763160586,
,,,,,,574.4099731,1.623950601,574.4099731,0.5852503777,
,,,,,,574.5499878,1.572571635,574.5499878,0.5473074913,
,,,,,,574.8499756,1.580394387,574.8499756,0.4979348779,
,,,,,,575,1.594744682,575,0.5284469724,
,,,,,,575.1400146,1.532042623,575.1400146,0.6184213161,
,,,,,,575.4400024,1.52528882,575.4400024,0.510551393,
,,,,,,575.5800171,1.545515656,575.5800171,0.5349739194,
,,,,,,575.7299805,1.448744178,575.7299805,0.5014497042,
,,,,,,576.0200195,1.47293663,576.0200195,0.4738699198,
,,,,,,576.1699829,1.583290577,576.1699829,0.5758342147,
,,,,,,576.4699707,1.530255795,576.4699707,0.4774902165,
,,,,,,576.6099854,1.546290874,576.6099854,0.4754264057,
,,,,,,576.7600098,1.460291743,576.7600098,0.5721187592,
,,,,,,577.0499878,1.441262484,577.0499878,0.5003367662,
,,,,,,577.2000122,1.468579531,577.2000122,0.4669131339,
,,,,,,577.3499756,1.41225338,577.3499756,0.4579657316,
,,,,,,577.6400146,1.413995385,577.6400146,0.4564947784,
,,,,,,577.789978,1.338223934,577.789978,0.4433606863,
,,,,,,577.9400024,1.450315595,577.9400024,0.4824561477,
,,,,,,578.2299805,1.475148559,578.2299805,0.4569194913,
,,,,,,578.3800049,1.388649106,578.3800049,0.4783297181,
,,,,,,578.5200195,1.416967869,578.5200195,0.4873389304,
,,,,,,578.8200073,1.38041234,578.8200073,0.4764510989,
,,,,,,578.9699707,1.366331697,578.9699707,0.5612888932,
,,,,,,579.2600098,1.406407595,579.2600098,0.5132120848,
,,,,,,579.4099731,1.340301991,579.4099731,0.4653182626,
,,,,,,579.5499878,1.330355048,579.5499878,0.4458563328,
,,,,,,579.8499756,1.331489921,579.8499756,0.4525228143,
,,,,,,580,1.320094943,580,0.5229311585,
,,,,,,580.1400146,1.301077127,580.1400146,0.4474413991,
,,,,,,580.4299927,1.246450543,580.4299927,0.4818040729,
,,,,,,580.5700073,1.302942753,580.5700073,0.4751960337,
,,,,,,580.7199707,1.288904667,580.7199707,0.4903840721,
,,,,,,581.0100098,1.285743713,581.0100098,0.4738509059,
,,,,,,581.1500244,1.254405022,581.1500244,0.3861075938,
,,,,,,581.4400024,1.315383554,581.4400024,0.3932780623,
,,,,,,581.5900269,1.270415306,581.5900269,0.4247307479,
,,,,,,581.7299805,1.246605396,581.7299805,0.5075473785,
,,,,,,582.0200195,1.261000037,582.0200195,0.5030868053,
,,,,,,582.1699829,1.284305811,582.1699829,0.4258810282,
,,,,,,582.460022,1.296726346,582.460022,0.3956018984,
,,,,,,582.5999756,1.117359757,582.5999756,0.4532093108,
,,,,,,582.75,1.194473743,582.75,0.4520199597,
,,,,,,583.039978,1.203022361,583.039978,0.4083768427,
,,,,,,583.1799927,1.212704301,583.1799927,0.5033979416,
,,,,,,583.3300171,1.18433547,583.3300171,0.3436533511,
,,,,,,583.6199951,1.120976686,583.6199951,0.4223943651,
,,,,,,583.7600098,1.13957417,583.7600098,0.4433980584,
,,,,,,584.0499878,1.149442315,584.0499878,0.4482015669,
,,,,,,584.2000122,1.073802948,584.2000122,0.4539894164,
,,,,,,584.3400269,1.246501923,584.3400269,0.3774629533,
,,,,,,584.6300049,1.200883269,584.6300049,0.3010639548,
,,,,,,584.7800293,1.193912506,584.7800293,0.3373292387,
,,,,,,585.0700073,1.084255099,585.0700073,0.448054105,
,,,,,,585.210022,1.117729187,585.210022,0.4681707025,
,,,,,,585.3599854,1.107362032,585.3599854,0.3798814714,
,,,,,,585.6500244,1.153529644,585.6500244,0.4860620201,
,,,,,,585.789978,1.046189904,585.789978,0.3595375121,
,,,,,,585.9400024,1.079376221,585.9400024,0.3710854948,
,,,,,,586.2299805,1.114358187,586.2299805,0.4127631187,
,,,,,,586.3699951,1.113001704,586.3699951,0.3970780373,
,,,,,,586.5200195,1.079833627,586.5200195,0.4418717623,
,,,,,,586.8099976,1.151194215,586.8099976,0.367993325,
,,,,,,586.9500122,1.113408208,586.9500122,0.3482709825,
,,,,,,587.2399902,0.9988396168,587.2399902,0.5049452782,
,,,,,,587.3900146,1.033869028,587.3900146,0.3781075776,
,,,,,,587.5300293,0.9924480915,587.5300293,0.4595474303,
,,,,,,587.8200073,1.104474425,587.8200073,0.3726699948,
,,,,,,587.9699707,1.072728515,587.9699707,0.3578693867,
,,,,,,588.2600098,0.9240747094,588.2600098,0.3928537965,
,,,,,,588.4000244,1.04483664,588.4000244,0.368888706,
,,,,,,588.5499878,1.016750693,588.5499878,0.4455824792,
,,,,,,588.8400269,1.086951137,588.8400269,0.4471043646,
,,,,,,588.9799805,0.9648029804,588.9799805,0.4096935987,
,,,,,,589.1300049,1.023091555,589.1300049,0.4030379057,
,,,,,,589.4199829,0.9313563108,589.4199829,0.3548925519,
,,,,,,589.5599976,0.9507162571,589.5599976,0.3402796686,
,,,,,,589.8499756,0.9928803444,589.8499756,0.3659583032,
,,,,,,590,0.9582032561,590,0.3972811103,
,,,,,,590.1400146,0.9565118551,590.1400146,0.3878235519,
,,,,,,590.4299927,0.9514629841,590.4299927,0.3665598035,
,,,,,,590.5700073,0.9667118788,590.5700073,0.3175967038,
,,,,,,590.7199707,0.9323894978,590.7199707,0.419562906,
,,,,,,591.0100098,0.9649350047,591.0100098,0.3745225072,
,,,,,,591.1500244,0.9740403891,591.1500244,0.4478477836,
,,,,,,591.4400024,0.9373750091,591.4400024,0.3837008774,
,,,,,,591.5900269,0.9007766843,591.5900269,0.4113687277,
,,,,,,591.7299805,0.9035259485,591.7299805,0.350538969,
,,,,,,592.0200195,0.9437583685,592.0200195,0.3907873333,
,,,,,,592.1699829,0.8911141157,592.1699829,0.4262838066,
,,,,,,592.460022,0.9280810356,592.460022,0.4065828919,
,,,,,,592.5999756,0.9249881506,592.5999756,0.3779968619,
,,,,,,592.75,0.9061789513,592.75,0.3917203844,
,,,,,,593.039978,0.9366817474,593.039978,0.3513042033,
,,,,,,593.1799927,0.8349568844,593.1799927,0.426412493,
,,,,,,593.3300171,0.799041152,593.3300171,0.3197031021,
,,,,,,593.6199951,0.8675182462,593.6199951,0.3790008128,
,,,,,,593.7600098,0.8828992844,593.7600098,0.427339524,
,,,,,,594.0499878,0.8012918234,594.0499878,0.2642416656,
,,,,,,594.2000122,0.8309928775,594.2000122,0.331414938,
,,,,,,594.3400269,0.8138052821,594.3400269,0.3897875845,
,,,,,,594.6300049,0.8541247249,594.6300049,0.4244809747,
,,,,,,594.7800293,0.827038765,594.7800293,0.2603217363,
,,,,,,595.0700073,0.8203205466,595.0700073,0.4076350629,
,,,,,,595.210022,0.8179183006,595.210022,0.3060345948,
,,,,,,595.3599854,0.7672477961,595.3599854,0.3633815348,
,,,,,,595.6500244,0.7777788639,595.6500244,0.3003963828,
,,,,,,595.789978,0.7762506008,595.789978,0.3440038264,
,,,,,,595.9400024,0.8178983927,595.9400024,0.2877863646,
,,,,,,596.2299805,0.8434939384,596.2299805,0.3392781615,
,,,,,,596.3699951,0.7679629922,596.3699951,0.3740814924,
,,,,,,596.5200195,0.7896763682,596.5200195,0.4123206735,
,,,,,,596.8099976,0.7529531121,596.8099976,0.3817584217,
,,,,,,596.9500122,0.7631449103,596.9500122,0.3846780658,
,,,,,,597.2399902,0.7964653969,597.2399902,0.4216972888,
,,,,,,597.3900146,0.7910333276,597.3900146,0.3530294299,
,,,,,,597.5300293,0.7441959977,597.5300293,0.364348501,
,,,,,,597.8200073,0.7525796294,597.8200073,0.3548089564,
,,,,,,597.9699707,0.7582437992,597.9699707,0.3602143228,
,,,,,,598.2600098,0.7503452301,598.2600098,0.3520157635,
,,,,,,598.4000244,0.7289000154,598.4000244,0.2594151497,
,,,,,,598.5499878,0.748860836,598.5499878,0.3251845837,
,,,,,,598.8400269,0.7069060802,598.8400269,0.3442887664,
,,,,,,598.9799805,0.7676448226,598.9799805,0.4002782106,
,,,,,,599.1300049,0.7674205899,599.1300049,0.4045069814,
,,,,,,599.4199829,0.6907278299,599.4199829,0.3360879421,
,,,,,,599.5599976,0.6887404323,599.5599976,0.3123169839,
,,,,,,599.8499756,0.731135726,599.8499756,0.3434310853,
,,,,,,600,0.7299112082,600,0.3371522129,

Pyranine in 1-butanol,
Pyranine in 1-butanol
Collection Time: 1/24/2020 2:14:41 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY16370002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               366.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     5
Scan rate (nm/min)                300.00
Data interval (nm)                1.0000
Averaging Time (s)                0.2000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 1/24/2020 2:13:19 PM
Method Modifications:
Ex. Slit Width (nm): Changed: 1/24/2020 2:14:21 PM, Old:5, New:10
Scan Control Changed: 1/24/2020 2:14:21 PM, Old:Medium, New:Manual
Ave. time (s): Changed: 1/24/2020 2:14:21 PM, Old:0.10000, New:0.20000
Excitation Wavelength Changed: 1/24/2020 2:14:21 PM, Old: 350.00, New: 366.00
Emission Wavelength Changed: 1/24/2020 2:14:21 PM, Old: 400.00, New: 380.00
End Method Modifications

Pyranine in 1-butanol,
Pyranine in 1-butanol
Collection Time: 1/24/2020 2:15:26 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY16370002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               366.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     1.5
Scan rate (nm/min)                300.00
Data interval (nm)                1.0000
Averaging Time (s)                0.2000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 1/24/2020 2:13:19 PM
Method Modifications:
Ex. Slit Width (nm): Changed: 1/24/2020 2:14:21 PM, Old:5, New:10
Scan Control Changed: 1/24/2020 2:14:21 PM, Old:Medium, New:Manual
Ave. time (s): Changed: 1/24/2020 2:14:21 PM, Old:0.10000, New:0.20000
Excitation Wavelength Changed: 1/24/2020 2:14:21 PM, Old: 350.00, New: 366.00
Emission Wavelength Changed: 1/24/2020 2:14:21 PM, Old: 400.00, New: 380.00
Ex. Slit Width (nm): Changed: 1/24/2020 2:15:12 PM, Old:10, New:5
Em. Slit Width (nm): Changed: 1/24/2020 2:15:12 PM, Old:5, New:1.5
End Method Modifications

Pyranine in 1-butanol,
Pyranine in 1-butanol
Collection Time: 1/24/2020 2:16:37 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY16370002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               366.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     2.5
Scan rate (nm/min)                300.00
Data interval (nm)                1.0000
Averaging Time (s)                0.2000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 1/24/2020 2:13:19 PM
Method Modifications:
Ex. Slit Width (nm): Changed: 1/24/2020 2:14:21 PM, Old:5, New:10
Scan Control Changed: 1/24/2020 2:14:21 PM, Old:Medium, New:Manual
Ave. time (s): Changed: 1/24/2020 2:14:21 PM, Old:0.10000, New:0.20000
Excitation Wavelength Changed: 1/24/2020 2:14:21 PM, Old: 350.00, New: 366.00
Emission Wavelength Changed: 1/24/2020 2:14:21 PM, Old: 400.00, New: 380.00
Ex. Slit Width (nm): Changed: 1/24/2020 2:15:12 PM, Old:10, New:5
Em. Slit Width (nm): Changed: 1/24/2020 2:15:12 PM, Old:5, New:1.5
Em. Slit Width (nm): Changed: 1/24/2020 2:16:30 PM, Old:1.5, New:2.5
End Method Modifications

Pyranine in 1-butanol,
Pyranine in 1-butanol
Collection Time: 1/24/2020 2:17:54 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY16370002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               366.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     2.5
Scan rate (nm/min)                24.00
Data interval (nm)                0.2000
Averaging Time (s)                0.5000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 1/24/2020 2:13:19 PM
Method Modifications:
Ex. Slit Width (nm): Changed: 1/24/2020 2:14:21 PM, Old:5, New:10
Scan Control Changed: 1/24/2020 2:14:21 PM, Old:Medium, New:Manual
Ave. time (s): Changed: 1/24/2020 2:14:21 PM, Old:0.10000, New:0.20000
Excitation Wavelength Changed: 1/24/2020 2:14:21 PM, Old: 350.00, New: 366.00
Emission Wavelength Changed: 1/24/2020 2:14:21 PM, Old: 400.00, New: 380.00
